,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
32689,32690,2016,11,22,1,12.0,16.0,2.0,9.0,600.0,51.0,-5.9,1030.5,-19.6,0.0,3.75,WNW
32690,32691,2016,11,22,2,3.0,15.0,2.0,9.0,700.0,50.0,-6.0,1030.6,-19.7,0.0,2.3,NW
32691,32692,2016,11,22,3,6.0,14.0,3.0,8.0,700.0,50.0,-6.2,1030.5,-20.2,0.0,3.0,NW
32693,32694,2016,11,22,5,8.0,21.0,3.0,7.0,800.0,51.0,-7.3,1030.9,-20.2,0.0,2.3,NW
32694,32695,2016,11,22,6,5.0,17.0,3.0,10.0,900.0,49.0,-7.4,1031.0,-21.0,0.0,2.3,NW
32695,32696,2016,11,22,7,11.0,18.0,3.0,16.0,900.0,43.0,-7.4,1031.3,-21.0,0.0,3.75,NW
32697,32698,2016,11,22,9,11.0,33.0,6.0,17.0,1000.0,44.0,-5.5,1032.1,-20.4,0.0,1.5,NNW
32698,32699,2016,11,22,10,6.0,31.0,6.0,16.0,1000.0,46.0,-4.4,1032.3,-19.8,0.0,3.2,NW
32705,32706,2016,11,22,17,15.0,32.0,7.0,34.0,700.0,31.0,-2.4,1028.7,-18.1,0.0,3.75,WNW
32707,32708,2016,11,22,19,13.0,29.0,7.0,32.0,700.0,32.0,-2.5,1029.7,-18.1,0.0,3.6,WNW
32708,32709,2016,11,22,20,17.0,30.0,9.0,39.0,900.0,24.0,-3.8,1030.0,-16.4,0.0,1.5,N
32709,32710,2016,11,22,21,19.0,27.0,6.0,32.0,800.0,27.0,-4.2,1030.1,-16.4,0.0,1.8,N
32710,32711,2016,11,22,22,17.0,20.0,6.0,27.0,800.0,32.0,-4.9,1030.3,-16.4,0.0,1.4,NW
32711,32712,2016,11,22,23,13.0,20.0,5.0,21.0,900.0,36.0,-4.4,1030.1,-16.6,0.0,2.1,N
32712,32713,2016,11,23,0,21.0,22.0,6.0,22.0,1100.0,33.0,-4.3,1029.9,-16.8,0.0,2.2,NNW
32713,32714,2016,11,23,1,18.0,20.0,7.0,16.0,1400.0,29.0,-4.9,1029.6,-16.4,0.0,1.3,NNW
32714,32715,2016,11,23,2,16.0,18.0,23.0,10.0,800.0,15.0,-5.4,1029.4,-16.6,0.0,1.8,NNW
32715,32716,2016,11,23,3,15.0,15.0,8.0,8.0,900.0,22.0,-5.5,1028.8,-16.7,0.0,1.4,NNW
32716,32717,2016,11,23,4,12.0,12.0,7.0,14.0,800.0,21.0,-5.6,1027.6,-16.8,0.0,1.8,NNE
32717,32718,2016,11,23,5,18.0,18.0,8.0,20.0,900.0,23.0,-5.4,1027.3,-16.9,0.0,2.2,N
32718,32719,2016,11,23,6,7.0,19.0,11.0,21.0,1000.0,33.0,-5.5,1027.4,-17.0,0.0,2.0,N
32719,32720,2016,11,23,7,9.0,12.0,11.0,19.0,1000.0,36.0,-5.4,1027.5,-17.2,0.0,2.7,N
32720,32721,2016,11,23,8,13.0,25.0,12.0,25.0,1200.0,30.0,-5.2,1028.2,-17.7,0.0,2.1,NNW
32721,32722,2016,11,23,9,15.0,29.0,11.0,25.0,1300.0,31.0,-3.0,1028.2,-17.4,0.0,2.2,N
32729,32730,2016,11,23,17,17.0,46.0,10.0,42.0,400.0,26.0,1.5,1022.8,-17.4,0.0,3.2,WNW
32730,32731,2016,11,23,18,32.0,59.0,18.0,61.0,700.0,12.0,0.6,1023.5,-16.7,0.0,2.2,WNW
32731,32732,2016,11,23,19,21.0,44.0,11.0,47.0,600.0,23.0,-0.6,1023.9,-16.5,0.0,1.2,NE
32732,32733,2016,11,23,20,30.0,50.0,13.0,57.0,800.0,14.0,-2.1,1024.5,-14.9,0.0,0.9,N
32733,32734,2016,11,23,21,26.0,38.0,9.0,42.0,600.0,22.0,-1.8,1024.8,-15.6,0.0,1.7,N
32734,32735,2016,11,23,22,13.0,31.0,9.0,38.0,600.0,23.0,-2.6,1025.0,-15.3,0.0,1.1,NNE
32735,32736,2016,11,23,23,21.0,32.0,9.0,43.0,600.0,17.0,-3.1,1024.8,-15.8,0.0,0.9,NE
32736,32737,2016,11,24,0,21.0,26.0,8.0,34.0,600.0,22.0,-2.7,1024.4,-16.1,0.0,1.7,NNW
32737,32738,2016,11,24,1,8.0,16.0,6.0,26.0,500.0,28.0,-3.0,1024.1,-15.4,0.0,0.9,E
32738,32739,2016,11,24,2,11.0,15.0,6.0,24.0,600.0,29.0,-4.2,1023.8,-15.2,0.0,0.7,SSE
32739,32740,2016,11,24,3,14.0,17.0,7.0,26.0,600.0,26.0,-4.1,1023.2,-14.6,0.0,1.0,N
32740,32741,2016,11,24,4,16.0,16.0,7.0,24.0,700.0,29.0,-3.0,1022.4,-15.7,0.0,1.6,NNE
32741,32742,2016,11,24,5,15.0,15.0,9.0,29.0,700.0,25.0,-3.6,1021.9,-15.3,0.0,2.0,N
32742,32743,2016,11,24,6,25.0,25.0,11.0,36.0,900.0,18.0,-3.4,1021.8,-15.4,0.0,1.7,NNE
32743,32744,2016,11,24,7,15.0,31.0,13.0,47.0,1100.0,10.0,-4.4,1022.0,-15.1,0.0,1.0,NNW
32744,32745,2016,11,24,8,47.0,81.0,15.0,68.0,2100.0,2.0,-5.3,1022.7,-13.2,0.0,1.4,N
32745,32746,2016,11,24,9,42.0,80.0,23.0,64.0,1800.0,2.0,-2.6,1022.4,-14.1,0.0,1.1,NNW
32746,32747,2016,11,24,10,50.0,81.0,29.5,67.0,1700.0,3.0,0.1,1021.8,-13.2,0.0,1.7,SSW
32747,32748,2016,11,24,11,51.0,93.0,29.0,74.0,1500.0,4.0,1.1,1021.1,-12.3,0.0,2.3,S
32748,32749,2016,11,24,12,51.0,80.0,26.0,62.0,1200.0,14.0,2.5,1019.6,-13.0,0.0,2.7,SSE
32749,32750,2016,11,24,13,61.0,80.0,26.0,67.0,1100.0,17.0,3.7,1018.2,-14.1,0.0,2.1,ESE
32750,32751,2016,11,24,14,73.0,82.0,20.0,58.0,900.0,32.0,4.2,1017.1,-13.6,0.0,2.5,SSE
32751,32752,2016,11,24,15,73.0,85.0,21.0,63.0,1000.0,28.0,4.5,1016.3,-12.9,0.0,2.0,SSE
32752,32753,2016,11,24,16,56.0,78.0,23.0,58.0,1000.0,26.0,3.9,1016.4,-13.4,0.0,1.6,S
32753,32754,2016,11,24,17,66.0,92.0,25.0,71.0,1200.0,16.0,2.9,1016.0,-12.6,0.0,1.6,ESE
32754,32755,2016,11,24,18,91.0,121.0,24.0,93.0,1500.0,2.0,1.6,1016.9,-11.6,0.0,0.6,E
32755,32756,2016,11,24,19,104.0,141.0,17.0,101.0,1900.0,2.0,-0.6,1016.9,-12.0,0.0,1.3,N
32756,32757,2016,11,24,20,99.0,136.0,15.0,84.0,1800.0,2.0,-1.0,1017.5,-11.5,0.0,0.7,NE
32757,32758,2016,11,24,21,89.0,110.0,15.0,75.0,1700.0,2.0,-1.8,1017.9,-11.1,0.0,1.4,NW
32758,32759,2016,11,24,22,88.0,111.0,17.0,70.0,1700.0,2.0,-1.5,1017.6,-11.1,0.0,1.0,NNE
32759,32760,2016,11,24,23,97.0,110.0,15.0,70.0,1600.0,2.0,-2.1,1017.5,-10.9,0.0,1.5,NNW
32760,32761,2016,11,25,0,115.0,125.0,14.0,76.0,2150.0,2.0,-3.3,1017.4,-10.2,0.0,1.5,NNW
32761,32762,2016,11,25,1,113.0,137.0,12.0,59.0,2150.0,2.0,-3.7,1017.1,-10.6,0.0,1.4,NNW
32762,32763,2016,11,25,2,85.0,98.0,29.5,34.0,1000.0,2.0,-4.1,1017.1,-10.5,0.0,1.6,NNW
32763,32764,2016,11,25,3,86.0,95.0,9.0,38.0,1500.0,2.0,-4.5,1016.9,-10.5,0.0,1.3,NNW
32764,32765,2016,11,25,4,79.0,92.0,3.0,48.0,1200.0,2.0,-4.9,1016.6,-10.7,0.0,1.5,NNW
32765,32766,2016,11,25,5,77.0,91.0,2.0,64.0,1400.0,2.0,-5.3,1016.9,-10.7,0.0,0.8,ENE
32766,32767,2016,11,25,6,93.0,102.0,3.0,65.0,2150.0,2.0,-5.8,1016.8,-10.8,0.0,0.9,NW
32774,32775,2016,11,25,14,139.0,177.0,29.5,101.0,2150.0,3.0,4.2,1014.7,-9.6,0.0,1.2,SW
32775,32776,2016,11,25,15,122.0,146.0,29.5,95.0,2000.0,4.0,4.0,1014.4,-9.4,0.0,1.0,SE
32776,32777,2016,11,25,16,113.0,149.0,29.5,100.0,2100.0,3.0,3.4,1014.2,-9.3,0.0,1.2,N
32777,32778,2016,11,25,17,118.0,147.0,23.0,101.0,2100.0,2.0,2.2,1014.1,-9.4,0.0,0.8,E
32778,32779,2016,11,25,18,110.0,147.0,16.0,101.0,2100.0,2.0,0.9,1015.0,-8.4,0.0,0.9,NE
32779,32780,2016,11,25,19,126.0,165.0,15.0,97.0,2150.0,2.0,0.2,1015.0,-8.5,0.0,0.6,NE
32780,32781,2016,11,25,20,134.0,160.0,12.0,91.0,2150.0,2.0,0.4,1014.8,-8.6,0.0,0.8,NNE
32781,32782,2016,11,25,21,120.0,150.0,13.0,93.0,2150.0,2.0,-0.5,1015.4,-7.8,0.0,1.5,NNW
32809,32810,2016,11,27,1,118.0,215.5,6.0,55.0,2000.0,2.0,0.3,1011.6,-7.2,0.0,1.0,E
32810,32811,2016,11,27,2,132.0,215.5,27.0,39.0,1400.0,2.0,-0.2,1012.3,-7.3,0.0,1.2,ENE
32813,32814,2016,11,27,5,121.0,215.5,4.0,60.0,1300.0,5.0,0.2,1014.2,-8.5,0.0,1.3,ENE
32814,32815,2016,11,27,6,19.0,32.0,10.0,32.0,800.0,32.0,2.8,1015.2,-13.1,0.0,3.5,NW
32815,32816,2016,11,27,7,16.0,25.0,8.0,33.0,700.0,34.0,2.8,1016.4,-13.9,0.0,3.3,WNW
32816,32817,2016,11,27,8,7.0,31.0,7.0,33.0,600.0,34.0,1.2,1018.2,-13.0,0.0,1.1,N
32817,32818,2016,11,27,9,12.0,40.0,7.0,27.0,500.0,42.0,3.9,1019.4,-14.9,0.0,3.75,NNW
32818,32819,2016,11,27,10,11.0,42.0,5.0,24.0,500.0,46.0,4.9,1020.1,-14.5,0.0,3.6,NNW
32820,32821,2016,11,27,12,9.0,45.0,6.0,22.0,500.0,48.0,6.2,1019.8,-15.2,0.0,2.8,NW
32825,32826,2016,11,27,17,19.0,45.0,13.0,53.0,700.0,23.0,5.1,1020.9,-16.7,0.0,3.1,WNW
32826,32827,2016,11,27,18,24.0,51.0,13.0,50.0,800.0,24.0,2.8,1021.7,-14.9,0.0,0.9,NNE
32827,32828,2016,11,27,19,24.0,38.0,12.0,44.0,700.0,27.0,3.9,1022.2,-16.5,0.0,1.6,NNE
32828,32829,2016,11,27,20,19.0,28.0,11.0,40.0,600.0,28.0,3.2,1022.5,-16.5,0.0,1.9,NNE
32829,32830,2016,11,27,21,11.0,27.0,9.0,28.0,700.0,38.0,2.8,1022.9,-16.9,0.0,3.1,NE
32830,32831,2016,11,27,22,22.0,23.0,10.0,24.0,700.0,44.0,1.6,1023.4,-15.4,0.0,1.6,NE
32831,32832,2016,11,27,23,24.0,24.0,12.0,27.0,700.0,39.0,1.1,1023.7,-15.4,0.0,1.6,N
32832,32833,2016,11,28,0,36.0,54.0,10.0,56.0,1500.0,14.0,-0.8,1024.1,-14.0,0.0,1.1,N
32833,32834,2016,11,28,1,44.0,67.0,7.0,64.0,2150.0,3.0,-2.1,1024.2,-13.0,0.0,1.6,N
32834,32835,2016,11,28,2,38.0,42.0,7.0,48.0,1300.0,12.0,-2.0,1023.9,-13.8,0.0,0.7,NNE
32835,32836,2016,11,28,3,15.0,15.0,7.0,27.0,800.0,26.0,-2.4,1024.1,-12.7,0.0,1.9,NW
32836,32837,2016,11,28,4,21.0,25.0,9.0,47.0,1100.0,10.0,-2.6,1023.7,-12.9,0.0,1.5,NNW
32837,32838,2016,11,28,5,25.0,32.0,8.0,51.0,1000.0,6.0,-3.3,1023.2,-12.5,0.0,1.4,NNW
32838,32839,2016,11,28,6,10.0,32.0,9.0,61.0,1600.0,2.0,-2.9,1023.0,-12.7,0.0,1.6,NNW
32839,32840,2016,11,28,7,32.0,46.0,14.0,60.0,1500.0,2.0,-3.5,1023.3,-11.5,0.0,0.8,SW
32840,32841,2016,11,28,8,35.0,67.0,10.0,56.0,2000.0,2.0,-1.9,1023.7,-12.3,0.0,0.8,E
32841,32842,2016,11,28,9,58.0,84.0,12.0,63.0,2100.0,3.0,-0.6,1023.7,-10.8,0.0,1.0,NNW
32844,32845,2016,11,28,12,74.0,145.0,29.5,81.0,2150.0,5.0,5.1,1022.6,-10.7,0.0,1.4,SSE
32845,32846,2016,11,28,13,58.0,88.0,29.0,70.0,1500.0,10.0,6.3,1021.7,-10.5,0.0,1.6,S
32846,32847,2016,11,28,14,58.0,82.0,23.0,65.0,1300.0,13.0,7.2,1021.0,-10.6,0.0,1.7,SSE
32847,32848,2016,11,28,15,51.0,75.0,21.0,63.0,1200.0,17.0,7.7,1020.7,-11.1,0.0,1.2,SE
32848,32849,2016,11,28,16,49.0,83.0,22.0,72.0,1300.0,13.0,6.8,1020.8,-10.5,0.0,1.1,ESE
32849,32850,2016,11,28,17,49.0,92.0,17.0,85.0,1300.0,4.0,4.6,1021.2,-9.9,0.0,0.5,N
32850,32851,2016,11,28,18,66.0,104.0,13.0,88.0,1700.0,2.0,2.6,1022.2,-9.4,0.0,0.7,ENE
32851,32852,2016,11,28,19,87.0,123.0,16.0,79.0,2100.0,3.0,1.6,1023.2,-9.1,0.0,1.6,NNW
32852,32853,2016,11,28,20,74.0,105.0,15.0,76.0,1800.0,2.0,0.8,1023.5,-9.0,0.0,1.6,NW
32853,32854,2016,11,28,21,77.0,105.0,12.0,78.0,2150.0,2.0,-0.2,1023.7,-8.4,0.0,1.4,NNW
32854,32855,2016,11,28,22,83.0,101.0,16.0,77.0,2000.0,2.0,-0.3,1024.2,-8.7,0.0,1.0,NNE
32855,32856,2016,11,28,23,72.0,85.0,12.0,73.0,1800.0,2.0,-1.2,1024.5,-8.6,0.0,0.7,WSW
32856,32857,2016,11,29,0,80.0,100.0,12.0,71.0,2150.0,3.0,-1.5,1025.0,-8.3,0.0,1.7,NNW
32858,32859,2016,11,29,2,56.0,67.0,29.5,33.0,1200.0,2.0,-1.8,1025.0,-8.3,0.0,1.0,NNW
32859,32860,2016,11,29,3,55.0,67.0,8.0,29.0,1200.0,2.0,-2.3,1025.0,-8.4,0.0,0.3,SE
32860,32861,2016,11,29,4,69.0,89.0,2.0,35.0,1300.0,2.0,-2.4,1025.0,-8.3,0.0,1.8,NNW
32861,32862,2016,11,29,5,55.0,65.0,5.0,60.0,1800.0,2.0,-2.8,1025.0,-8.3,0.0,1.4,N
32862,32863,2016,11,29,6,51.0,66.0,9.0,62.0,2150.0,2.0,-3.2,1024.8,-8.1,0.0,0.9,NW
32863,32864,2016,11,29,7,58.0,82.0,6.0,64.0,2150.0,2.0,-2.6,1025.4,-7.3,0.0,1.1,E
32867,32868,2016,11,29,11,79.0,135.0,27.0,80.0,2150.0,2.0,3.8,1027.0,-7.4,0.0,1.8,ESE
32876,32877,2016,11,29,20,106.0,122.0,8.0,87.0,2150.0,2.0,1.8,1022.3,-1.3,0.0,1.1,N
32877,32878,2016,11,29,21,111.0,112.0,8.0,84.0,2150.0,2.0,2.0,1021.9,-1.6,0.0,1.7,N
32878,32879,2016,11,29,22,111.0,111.0,8.0,83.0,2150.0,2.0,1.8,1021.3,-1.5,0.0,1.1,WNW
32879,32880,2016,11,29,23,120.0,120.0,9.0,82.0,2150.0,2.0,1.8,1020.4,-1.6,0.0,0.7,NW
32889,32890,2016,11,30,9,95.0,119.0,2.0,62.0,2150.0,2.0,0.8,1015.6,-1.4,0.0,0.4,SSE
32892,32893,2016,11,30,12,144.0,191.0,22.0,101.0,2150.0,4.0,8.0,1013.1,-2.4,0.0,3.0,SSW
32893,32894,2016,11,30,13,73.0,119.0,14.0,62.0,1300.0,22.0,10.7,1011.8,-6.6,0.0,3.75,WNW
32895,32896,2016,11,30,15,20.0,136.0,4.0,33.0,500.0,45.0,11.2,1011.5,-7.6,0.0,3.75,WNW
32898,32899,2016,11,30,18,16.0,53.0,4.0,39.0,400.0,44.0,8.1,1014.5,-10.3,0.0,3.3,WNW
32899,32900,2016,11,30,19,19.0,41.0,4.0,44.0,500.0,38.0,7.2,1015.7,-9.7,0.0,2.7,WNW
32900,32901,2016,11,30,20,20.0,30.0,5.0,40.0,500.0,39.0,5.9,1016.8,-9.6,0.0,1.6,NW
32901,32902,2016,11,30,21,18.0,25.0,4.0,26.0,400.0,50.0,4.3,1017.7,-9.1,0.0,0.6,N
32902,32903,2016,11,30,22,19.0,27.0,4.0,25.0,700.0,47.0,3.7,1018.4,-8.7,0.0,0.9,E
32903,32904,2016,11,30,23,21.0,26.0,4.0,27.0,800.0,46.0,4.4,1018.5,-9.4,0.0,1.4,NE
32904,32905,2016,12,1,0,16.0,18.0,4.0,19.0,500.0,55.0,4.8,1018.8,-9.8,0.0,2.3,NW
32905,32906,2016,12,1,1,25.0,25.0,3.0,23.0,1100.0,34.0,2.0,1019.1,-8.4,0.0,1.6,NE
32906,32907,2016,12,1,2,34.0,34.0,21.0,22.0,1100.0,12.0,1.0,1019.3,-8.5,0.0,1.3,NNE
32907,32908,2016,12,1,3,17.0,23.0,7.0,17.0,700.0,19.0,0.8,1019.6,-9.0,0.0,1.6,N
32908,32909,2016,12,1,4,24.0,24.0,6.0,24.0,700.0,17.0,0.1,1020.0,-9.1,0.0,1.2,N
32909,32910,2016,12,1,5,15.0,16.0,7.0,31.0,600.0,23.0,1.9,1020.5,-10.3,0.0,2.8,NW
32910,32911,2016,12,1,6,16.0,28.0,8.0,39.0,800.0,25.0,1.4,1021.4,-10.1,0.0,1.2,NNE
32911,32912,2016,12,1,7,10.0,27.0,8.0,55.0,900.0,13.0,0.7,1022.5,-9.9,0.0,1.4,N
32912,32913,2016,12,1,8,24.0,40.0,10.0,52.0,900.0,18.0,2.8,1023.6,-12.7,0.0,2.9,NW
32916,32917,2016,12,1,12,6.0,33.0,5.0,19.0,400.0,51.0,8.4,1024.7,-13.3,0.0,3.7,NW
32918,32919,2016,12,1,14,12.0,20.0,5.0,18.0,300.0,51.0,9.7,1023.4,-12.2,0.0,3.75,NW
32920,32921,2016,12,1,16,3.0,23.0,4.0,20.0,400.0,51.0,9.5,1023.4,-13.0,0.0,3.6,NW
32921,32922,2016,12,1,17,11.0,24.0,6.0,27.0,500.0,47.0,7.8,1023.4,-12.6,0.0,2.9,NW
32922,32923,2016,12,1,18,39.0,62.0,23.0,68.0,1500.0,15.0,5.8,1023.5,-11.8,0.0,1.1,WNW
32923,32924,2016,12,1,19,55.0,116.0,19.0,82.0,1400.0,2.0,4.4,1023.3,-10.9,0.0,0.9,ENE
32924,32925,2016,12,1,20,55.0,104.0,11.0,77.0,1500.0,2.0,1.5,1023.6,-10.4,0.0,0.9,NE
32925,32926,2016,12,1,21,47.0,64.0,9.0,50.0,1400.0,9.0,0.9,1023.7,-10.9,0.0,1.1,N
32926,32927,2016,12,1,22,25.0,37.0,9.0,32.0,1100.0,23.0,0.4,1023.6,-10.5,0.0,0.9,NW
32927,32928,2016,12,1,23,25.0,38.0,10.0,34.0,1000.0,20.0,0.1,1023.5,-10.4,0.0,0.9,NNE
32928,32929,2016,12,2,0,29.0,38.0,7.0,28.0,1100.0,23.0,-0.6,1023.5,-10.0,0.0,0.6,W
32929,32930,2016,12,2,1,33.0,52.0,3.0,40.0,1100.0,8.0,-1.2,1023.5,-9.8,0.0,1.2,N
32930,32931,2016,12,2,2,30.0,34.0,5.0,49.0,1200.0,5.0,-1.6,1023.5,-9.5,0.0,0.9,NNW
32931,32932,2016,12,2,3,40.0,51.0,3.0,49.0,1400.0,2.0,-2.5,1023.1,-9.2,0.0,0.9,NW
32933,32934,2016,12,2,5,50.0,79.0,4.0,53.0,2150.0,2.0,-3.5,1022.2,-8.9,0.0,1.0,N
32934,32935,2016,12,2,6,53.0,72.0,2.0,50.0,2150.0,2.0,-3.8,1021.8,-9.0,0.0,0.9,WNW
32942,32943,2016,12,2,14,95.0,128.0,29.5,96.0,2150.0,5.0,9.8,1018.3,-7.9,0.0,1.5,S
32943,32944,2016,12,2,15,74.0,95.0,29.5,84.0,1800.0,9.0,10.3,1017.6,-8.4,0.0,1.0,SSE
32944,32945,2016,12,2,16,65.0,82.0,28.0,78.0,1400.0,11.0,9.5,1017.5,-9.1,0.0,0.9,SSE
32945,32946,2016,12,2,17,61.0,86.0,22.0,90.0,1600.0,2.0,6.8,1017.0,-8.0,0.0,0.7,ENE
32946,32947,2016,12,2,18,82.0,112.0,19.0,97.0,2150.0,2.0,4.2,1017.1,-7.6,0.0,0.7,NE
32947,32948,2016,12,2,19,115.0,132.0,20.0,94.0,2150.0,2.0,2.3,1017.5,-7.3,0.0,1.0,N
32948,32949,2016,12,2,20,92.0,115.0,19.0,91.0,2150.0,2.0,2.1,1017.8,-7.8,0.0,1.4,NNW
32949,32950,2016,12,2,21,85.0,105.0,16.0,87.0,2150.0,2.0,1.1,1017.6,-7.7,0.0,0.8,N
32950,32951,2016,12,2,22,80.0,95.0,16.0,85.0,2100.0,2.0,0.4,1017.2,-7.6,0.0,0.4,NNE
32951,32952,2016,12,2,23,84.0,90.0,13.0,87.0,2150.0,2.0,0.8,1016.9,-7.7,0.0,1.6,N
32952,32953,2016,12,3,0,87.0,90.0,13.0,86.0,2150.0,2.0,-0.1,1016.4,-7.6,0.0,2.0,NNW
32953,32954,2016,12,3,1,80.0,82.0,10.0,67.0,2150.0,2.0,-0.6,1015.8,-7.4,0.0,1.8,NNW
32954,32955,2016,12,3,2,66.0,83.0,26.0,45.0,1500.0,2.0,-1.0,1015.6,-7.6,0.0,1.5,N
32955,32956,2016,12,3,3,86.0,86.0,8.0,43.0,1800.0,2.0,-1.2,1015.3,-7.4,0.0,1.9,N
32956,32957,2016,12,3,4,68.0,70.0,5.0,52.0,1100.0,2.0,-1.1,1014.7,-7.5,0.0,1.6,NNW
32957,32958,2016,12,3,5,61.0,78.0,4.0,75.0,1600.0,2.0,-1.8,1014.4,-7.1,0.0,0.7,NE
32959,32960,2016,12,3,7,70.0,86.0,3.0,74.0,2150.0,2.0,-2.3,1014.2,-7.2,0.0,0.6,WNW
32967,32968,2016,12,3,15,149.0,166.0,29.5,101.0,2150.0,9.0,8.0,1009.2,-5.8,0.0,1.6,ESE
32968,32969,2016,12,3,16,158.0,169.0,25.0,100.0,1900.0,17.0,7.3,1009.0,-4.8,0.0,1.1,E
32969,32970,2016,12,3,17,163.5,189.0,16.0,101.0,2150.0,5.0,5.7,1009.0,-4.2,0.0,0.7,ESE
32987,32988,2016,12,4,11,80.0,130.0,29.0,79.0,1900.0,4.0,8.3,1007.8,-7.9,0.0,1.3,NW
32988,32989,2016,12,4,12,63.0,105.0,25.0,69.0,1500.0,8.0,8.5,1007.1,-9.0,0.0,1.3,N
32989,32990,2016,12,4,13,47.0,91.0,22.0,47.0,1100.0,22.0,8.5,1006.3,-9.0,0.0,1.7,NNE
32990,32991,2016,12,4,14,52.0,93.0,23.0,43.0,1000.0,28.0,9.6,1005.9,-9.5,0.0,1.8,N
32991,32992,2016,12,4,15,43.0,101.0,21.0,39.0,900.0,34.0,10.5,1005.9,-9.3,0.0,1.7,NNE
32992,32993,2016,12,4,16,41.0,97.0,15.0,40.0,800.0,35.0,10.1,1006.3,-9.6,0.0,1.1,NE
32993,32994,2016,12,4,17,50.0,108.0,19.0,64.0,1100.0,16.0,7.7,1007.0,-7.6,0.0,1.1,SE
32994,32995,2016,12,4,18,138.0,197.0,13.0,82.0,1900.0,7.0,5.7,1008.1,-5.3,0.0,0.6,NNE
32998,32999,2016,12,4,22,133.0,146.0,13.0,59.0,2150.0,8.0,2.3,1010.7,-5.4,0.0,0.6,NNE
32999,33000,2016,12,4,23,96.0,128.0,11.0,57.0,2000.0,8.0,1.4,1011.2,-6.0,0.0,0.8,NW
33002,33003,2016,12,5,2,156.0,176.0,27.0,39.0,2100.0,2.0,2.1,1012.1,-3.6,0.0,1.1,NNE
33003,33004,2016,12,5,3,150.0,182.0,7.0,33.0,1700.0,2.0,1.7,1012.4,-3.8,0.0,1.2,NNW
33004,33005,2016,12,5,4,144.0,160.0,4.0,34.0,1300.0,5.0,1.6,1012.9,-3.5,0.0,0.7,NNE
33005,33006,2016,12,5,5,153.0,164.0,6.0,66.0,1900.0,2.0,1.9,1013.7,-3.0,0.0,1.4,NE
33006,33007,2016,12,5,6,126.0,158.0,9.0,63.0,2000.0,3.0,2.8,1014.7,-1.9,0.0,2.1,ENE
33007,33008,2016,12,5,7,39.0,71.0,8.0,34.0,800.0,26.0,2.2,1016.4,-3.5,0.0,1.3,WNW
33017,33018,2016,12,5,17,9.0,30.0,2.0,23.0,400.0,46.0,3.4,1021.4,-21.7,0.0,3.6,NW
33018,33019,2016,12,5,18,10.0,22.0,3.0,24.0,500.0,48.0,3.4,1021.4,-22.5,0.0,3.7,NW
33019,33020,2016,12,5,19,14.0,28.0,7.0,30.0,600.0,41.0,2.1,1021.6,-20.5,0.0,1.9,NE
33020,33021,2016,12,5,20,16.0,26.0,8.0,30.0,600.0,38.0,0.8,1021.8,-19.1,0.0,0.6,W
33021,33022,2016,12,5,21,12.0,28.0,6.0,33.0,700.0,35.0,0.7,1022.0,-18.6,0.0,1.4,E
33022,33023,2016,12,5,22,26.0,26.0,5.0,27.0,800.0,38.0,-1.3,1021.7,-17.5,0.0,1.2,WNW
33023,33024,2016,12,5,23,8.0,27.0,7.0,31.0,800.0,32.0,-2.1,1021.4,-15.9,0.0,0.7,SE
33024,33025,2016,12,6,0,13.0,48.0,5.0,42.0,1200.0,19.0,-2.9,1021.0,-16.3,0.0,1.8,N
33025,33026,2016,12,6,1,46.0,46.0,5.0,39.0,1500.0,18.0,-3.8,1020.7,-15.8,0.0,1.1,NW
33026,33027,2016,12,6,2,52.0,52.0,5.0,54.0,1700.0,6.0,-4.4,1020.1,-14.6,0.0,0.8,NE
33027,33028,2016,12,6,3,32.0,39.0,6.0,61.0,1600.0,2.0,-4.9,1019.4,-14.5,0.0,1.7,N
33028,33029,2016,12,6,4,57.0,57.0,7.0,61.0,2000.0,2.0,-4.5,1018.5,-14.1,0.0,1.0,NE
33029,33030,2016,12,6,5,29.0,29.0,8.0,57.0,1600.0,3.0,-4.8,1017.1,-14.7,0.0,1.0,NNW
33030,33031,2016,12,6,6,30.0,44.0,12.0,63.0,2000.0,2.0,-4.8,1016.2,-14.9,0.0,1.1,NNE
33031,33032,2016,12,6,7,37.0,48.0,9.0,63.0,1700.0,2.0,-4.9,1015.7,-13.5,0.0,1.3,S
33034,33035,2016,12,6,10,65.0,93.0,29.5,75.0,2150.0,3.0,-0.3,1014.9,-15.4,0.0,0.9,WNW
33035,33036,2016,12,6,11,61.0,95.0,29.5,81.0,2150.0,4.0,2.0,1013.5,-13.8,0.0,0.9,WSW
33036,33037,2016,12,6,12,59.0,76.0,23.0,77.0,1800.0,6.0,3.1,1011.6,-15.1,0.0,1.6,WSW
33038,33039,2016,12,6,14,29.0,29.0,19.0,65.0,1300.0,18.0,4.7,1009.4,-14.7,0.0,1.8,ESE
33039,33040,2016,12,6,15,58.0,58.0,21.0,74.0,1400.0,16.0,5.3,1009.1,-14.8,0.0,1.2,SSE
33040,33041,2016,12,6,16,68.0,77.0,24.0,95.0,1700.0,7.0,5.0,1008.8,-13.9,0.0,0.9,N
33041,33042,2016,12,6,17,68.0,87.0,19.0,101.0,1900.0,2.0,3.0,1009.2,-13.3,0.0,0.8,NE
